chr1	15118	765919	750801.0	4	5	ASCNA
chr1	767270	12891285	12124015.0	4	4	HET
chr1	12892883	13298630	405747.0	4	4	HET
chr1	13298776	16505736	3206960.0	4	4	HET
chr1	16505951	16927584	421633.0	4	5	ASCNA
chr1	16944256	120045488	103101232.0	4	4	HET
chr1	120045977	124990455	4944478.0	4	4	HET
chr1	125005528	145415343	20409815.0	4	4	HET
chr1	145418000	147896901	2478901.0	4	4	HET
chr1	147899446	149629603	1730157.0	4	4	NLOH
chr1	149630284	191049848	41419564.0	4	4	HET
chr1	191050963	204597572	13546609.0	4	6	ASCNA
chr1	204597871	248945460	44347589.0	4	4	HET
chr2	11124	86896701	86885577.0	4	4	HET
chr2	86899541	87983926	1084385.0	4	4	HET
chr2	87984988	90242437	2257449.0	4	4	HET
chr2	90242545	93266823	3024278.0	4	4	HET
chr2	93307595	94165947	858352.0	4	4	HET
chr2	94169422	97194486	3025064.0	4	4	HET
chr2	97194750	97309147	114397.0	4	3	HET
chr2	97348862	111310729	13961867.0	4	4	HET
chr2	111311048	111351762	40714.0	4	4	HET
chr2	111357810	112496705	1138895.0	4	4	HET
chr2	112507769	113542409	1034640.0	4	4	HET
chr2	113542711	113618882	76171.0	4	5	ASCNA
chr2	113619615	130037806	16418191.0	4	4	HET
chr2	130039807	130098135	58328.0	4	4	HET
chr2	130098693	131236657	1137964.0	4	5	ASCNA
chr2	131237543	131261342	23799.0	4	8	ASCNA
chr2	131262217	222908059	91645842.0	4	4	HET
chr2	222909639	242183088	19273449.0	4	3	HET
chr3	13629	69009933	68996304.0	4	4	HET
chr3	69375236	71677122	2301886.0	4	4	HET
chr3	71696954	90720327	19023373.0	4	4	HET
chr3	90720801	90999933	279132.0	4	3	HET
chr3	91001277	91285200	283923.0	4	3	HET
chr3	91285765	195476669	104190904.0	4	4	HET
chr3	195481219	195502863	21644.0	4	4	HET
chr3	195502986	195602283	99297.0	4	5	ASCNA
chr3	195616191	195817362	201171.0	4	5	ASCNA
chr3	195828829	195942978	114149.0	4	4	HET
chr3	195943491	195997066	53575.0	4	5	ASCNA
chr3	195997743	198204463	2206720.0	4	5	ASCNA
chr4	11765	68619	56854.0	4	4	HET
chr4	81410	49100368	49018958.0	4	4	HET
chr4	49101085	50398836	1297751.0	4	4	HET
chr4	50453032	51823322	1370290.0	4	4	HET
chr4	51826139	190041082	138214943.0	4	4	HET
chr4	190041312	190204290	162978.0	4	4	HET
chr5	20510	46425926	46405416.0	4	4	HET
chr5	46425968	46917652	491684.0	4	4	HET
chr5	46926435	47111039	184604.0	4	4	HET
chr5	47112705	47290746	178041.0	4	3	HET
chr5	49591991	69491754	19899763.0	4	4	HET
chr5	69525588	71328882	1803294.0	4	4	HET
chr5	71360262	90764965	19404703.0	4	4	HET
chr5	91167947	103956293	12788346.0	4	4	HET
chr5	103985492	120667791	16682299.0	4	4	HET
chr5	120676341	156655141	35978800.0	4	2	DLOH
chr5	156655986	156668073	12087.0	4	3	DLOH
chr5	156676215	157237195	560980.0	4	2	DLOH
chr5	157239029	175912981	18673952.0	4	4	HET
chr5	175914056	176054092	140036.0	4	4	HET
chr5	176057962	177695774	1637812.0	4	4	HET
chr5	177699256	177930963	231707.0	4	4	HET
chr5	177931446	181290418	3358972.0	4	4	HET
chr5	181291969	181476953	184984.0	4	5	ASCNA
chr6	93901	26742648	26648747.0	4	4	HET
chr6	26745421	26761270	15849.0	4	4	HET
chr6	26762013	35779331	9017318.0	4	4	HET
chr6	35787881	35794978	7097.0	4	7	ASCNA
chr6	35795240	58554771	22759531.0	4	4	HET
chr6	58555074	59781945	1226871.0	4	4	HET
chr6	60230066	60999955	769889.0	4	4	HET
chr6	61003988	78968610	17964622.0	4	4	HET
chr6	78972650	79088355	115705.0	4	2	DLOH
chr6	79094110	170463121	91369011.0	4	4	HET
chr6	170463164	170743540	280376.0	4	4	HET
chr7	19785	56943787	56924002.0	4	4	HET
chr7	56943993	57125611	181618.0	4	5	ASCNA
chr7	57127941	58237617	1109676.0	4	4	NLOH
chr7	58315879	59849474	1533595.0	4	3	HET
chr7	59982219	63487994	3505775.0	4	4	HET
chr7	63489188	63664098	174910.0	4	4	HET
chr7	63665400	102474302	38808902.0	4	4	HET
chr7	102474765	102669652	194887.0	4	3	HET
chr7	102671801	144181113	41509312.0	4	4	HET
chr7	144185361	144330107	144746.0	4	6	ASCNA
chr7	144331403	159334896	15003493.0	4	4	HET
chr8	70820	192737	121917.0	4	3	HET
chr8	192773	2232829	2040056.0	4	4	HET
chr8	2234372	2444178	209806.0	4	4	HET
chr8	2444577	7168086	4723509.0	4	4	HET
chr8	7185033	12601481	5416448.0	4	4	HET
chr8	12603989	21375378	8771389.0	4	4	HET
chr8	21546327	43948811	22402484.0	4	4	HET
chr8	43953766	45581791	1628025.0	4	4	HET
chr8	45603936	145072182	99468246.0	4	4	HET
chr9	10712	28366042	28355330.0	4	5	ASCNA
chr9	28366546	38768828	10402282.0	4	4	HET
chr9	38771113	45510439	6739326.0	4	4	HET
chr9	60540738	68333969	7793231.0	4	4	HET
chr9	68334134	138305242	69971108.0	4	4	HET
chr10	11528	40112761	40101233.0	4	4	HET
chr10	40367226	41581967	1214741.0	4	4	HET
chr10	41583648	41846438	262790.0	4	4	HET
chr10	41847977	42100551	252574.0	4	3	HET
chr10	42100694	46346468	4245774.0	4	4	NLOH
chr10	46346544	46988862	642318.0	4	4	HET
chr10	46990135	47456665	466530.0	4	4	NLOH
chr10	47456837	48153262	696425.0	4	4	HET
chr10	48154966	54686194	6531228.0	4	4	HET
chr10	54686568	54708803	22235.0	4	5	ASCNA
chr10	54710437	95494875	40784438.0	4	4	HET
chr10	95577348	112854995	17277647.0	4	4	HET
chr10	112976172	133642092	20665920.0	4	4	HET
chr10	133642951	133786684	143733.0	4	4	HET
chr11	120931	194700	73769.0	4	4	HET
chr11	202072	50820706	50618634.0	4	4	HET
chr11	51085728	53678506	2592778.0	4	4	HET
chr11	53849279	54537214	687935.0	4	3	HET
chr11	54537580	114367069	59829489.0	4	4	HET
chr11	114389507	135076140	20686633.0	4	6	ASCNA
chr12	10720	53668	42948.0	4	4	HET
chr12	54106	34775757	34721651.0	4	4	HET
chr12	34778206	35780889	1002683.0	4	3	HET
chr12	35807925	37252484	1444559.0	4	4	HET
chr12	37252861	42477522	5224661.0	4	4	HET
chr12	42559627	54573876	12014249.0	4	4	HET
chr12	55021740	133264904	78243164.0	4	4	HET
chr13	18171575	30705122	12533547.0	4	4	HET
chr13	30706046	58500490	27794444.0	4	2	DLOH
chr13	58502349	79443610	20941261.0	4	4	HET
chr13	79449421	96053444	16604023.0	4	6	ASCNA
chr13	96054670	101107184	5052514.0	4	4	HET
chr13	101733611	107260552	5526941.0	4	4	HET
chr13	107335562	114352616	7017054.0	4	4	HET
chr14	16030878	16095743	64865.0	4	4	HET
chr14	18223945	19956107	1732162.0	4	4	HET
chr14	19958370	27350768	7392398.0	4	4	HET
chr14	28191682	50180533	21988851.0	4	4	HET
chr14	51604955	105553744	53948789.0	4	4	HET
