chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr1	16378	731666	715288.0	2	3	ASCNA		
chr1	732286	12861272	12128986.0	2	2	HET		
chr1	12861477	13308590	447113.0	2	2	HET		
chr1	13310218	16532838	3222620.0	2	2	HET		
chr1	16534450	16865864	331414.0	2	2	HET		
chr1	16866392	120034755	103168363.0	2	2	HET		
chr1	120063263	121591363	1528100.0	2	2	HET		
chr1	121599788	124940206	3340418.0	2	2	NLOH		
chr1	125028666	146805445	21776779.0	2	2	NLOH		
chr1	146806125	148529282	1723157.0	2	2	HET		
chr1	148535632	149423619	887987.0	2	3	ASCNA		
chr1	149424393	248945266	99520873.0	2	2	HET		
chr2	19969	76824095	76804126.0	2	3	ASCNA		
chr2	76824291	86897011	10072720.0	2	2	HET		
chr2	86920409	89538132	2617723.0	2	2	HET		
chr2	89544179	93286300	3742121.0	2	2	NLOH		
chr2	93312910	94087217	774307.0	2	3	ASCNA		
chr2	94141354	111255796	17114442.0	2	2	HET		
chr2	111257258	111799099	541841.0	2	2	HET		
chr2	111801336	113392594	1591258.0	2	2	NLOH		
chr2	113410205	113628884	218679.0	2	2	HET		
chr2	113629781	242100542	128470761.0	2	2	HET		
chr2	242110346	242181520	71174.0	2	2	HET		
chr3	11839	90717364	90705525.0	2	2	HET		
chr3	90720801	90997921	277120.0	2	3	ASCNA		
chr3	91000572	91283337	282765.0	2	2	HET		
chr3	91283474	195475952	104192478.0	2	2	HET		
chr3	195476669	195499753	23084.0	2	2	NLOH		
chr3	195499894	195612986	113092.0	2	1	DLOH		
chr3	195613149	195786255	173106.0	2	3	ASCNA		
chr3	195789434	198187373	2397939.0	2	2	HET		
chr4	12333	65185	52852.0	2	4	ASCNA		
chr4	67608	49078836	49011228.0	2	2	HET		
chr4	49097725	50398836	1301111.0	2	2	HET		
chr4	50463045	51800927	1337882.0	2	3	ASCNA		
chr4	51811015	190017273	138206258.0	2	2	HET		
chr4	190017355	190204439	187084.0	2	3	ASCNA		
chr5	13541	25168922	25155381.0	2	2	HET		
chr5	25190673	46431981	21241308.0	2	2	HET		
chr5	46434210	47296521	862311.0	2	2	NLOH		
chr5	49600111	50142734	542623.0	2	3	ASCNA		
chr5	50145508	69558213	19412705.0	2	2	HET		
chr5	69581083	71160116	1579033.0	2	3	ASCNA		
chr5	71207763	175903182	104695419.0	2	2	HET		
chr5	175903372	176129340	225968.0	2	2	HET		
chr5	176129666	181475100	5345434.0	2	2	HET		
chr6	93901	381329	287428.0	2	1	DLOH		
chr6	382537	23164294	22781757.0	2	1	DLOH		
chr6	23165246	25530271	2365025.0	2	2	NLOH		
chr6	25530905	54880869	29349964.0	2	3	ASCNA		
chr6	54968808	60999955	6031147.0	2	2	HET		
chr6	61003988	170743540	109739552.0	2	2	HET		
chr7	24443	52469361	52444918.0	2	1	DLOH		
chr7	52469518	58066038	5596520.0	2	2	HET		
chr7	58066992	59759168	1692176.0	2	2	HET		
chr7	59911830	62576785	2664955.0	2	2	HET		
chr7	62579853	63565645	985792.0	2	3	ASCNA		
chr7	63565858	74712672	11146814.0	2	2	HET		
chr7	74725166	75517798	792632.0	2	3	ASCNA		
chr7	75518608	76946452	1427844.0	2	2	HET		
chr7	76946972	77057314	110342.0	2	3	ASCNA		
chr7	77057521	77493102	435581.0	2	2	HET		
chr7	77495081	142406091	64911010.0	2	1	DLOH		
chr7	142423845	142809879	386034.0	2	1	DLOH		
chr7	142810692	159332497	16521805.0	2	1	DLOH		
chr8	76042	7163316	7087274.0	2	2	HET		
chr8	7166643	8206230	1039587.0	2	2	HET		
chr8	8230708	12150668	3919960.0	2	2	HET		
chr8	12151678	12609039	457361.0	2	1	DLOH		
chr8	12612295	44077751	31465456.0	2	2	HET		
chr8	44078970	45599482	1520512.0	2	3	ASCNA		
chr8	45621140	145072952	99451812.0	2	2	HET		
chr9	11234	171555	160321.0	2	2	HET		
chr9	174440	38853451	38679011.0	2	2	NLOH		
chr9	38864556	40620231	1755675.0	2	3	ASCNA		
chr9	40644200	45510756	4866556.0	2	2	HET		
chr9	60521214	68352431	7831217.0	2	2	HET		
chr9	68375404	138124865	69749461.0	2	2	HET		
chr9	138126002	138272933	146931.0	2	5	ASCNA		
chr10	10483	40186317	40175834.0	2	2	HET		
chr10	40217573	41706706	1489133.0	2	3	ASCNA		
chr10	41707233	48150446	6443213.0	2	2	HET		
chr10	48169159	133786964	85617805.0	2	2	HET		
chr11	102905	50819330	50716425.0	2	2	HET		
chr11	50819677	53572313	2752636.0	2	2	NLOH		
chr11	53745239	54542195	796956.0	2	3	ASCNA		
chr11	54542424	59042418	4499994.0	2	2	NLOH		
chr11	59043837	59084681	40844.0	2	4	ASCNA		
chr11	59086250	89754444	30668194.0	2	2	HET		
chr11	89757223	90092460	335237.0	2	3	ASCNA		
chr11	90093000	135076140	44983140.0	2	2	HET		
chr12	10720	78224	67504.0	2	2	HET		
chr12	78375	34774426	34696051.0	2	2	HET		
chr12	34774533	35788177	1013644.0	2	2	HET		
chr12	35801434	37235857	1434423.0	2	2	NLOH		
chr12	37236350	133263081	96026731.0	2	2	HET		
chr13	18171716	69678499	51506783.0	2	2	HET		
chr13	69678665	114352616	44673951.0	2	2	HET		
chr14	16023334	16096087	72753.0	2	2	HET		
chr14	18223945	19721508	1497563.0	2	2	HET		
chr14	19723780	105550703	85826923.0	2	2	HET		
chr14	105550944	105769052	218108.0	2	4	ASCNA		
chr14	105769791	106573427	803636.0	2	2	HET		
chr14	106576814	106882740	305926.0	2	2	HET		
chr15	17000753	18946107	1945354.0	2	2	HET		
chr15	19188153	19997189	809036.0	2	3	ASCNA		
chr15	19997554	22607834	2610280.0	2	2	HET		
chr15	22608952	23119763	510811.0	2	2	HET		
chr15	23125542	23363917	238375.0	2	3	ASCNA		
chr15	23364253	30093429	6729176.0	2	2	HET		
chr15	30095588	30619313	523725.0	2	2	HET		
chr15	30619824	32277468	1657644.0	2	2	HET		
chr15	32278983	32606160	327177.0	2	2	HET		
chr15	32606655	101976985	69370330.0	2	2	HET		
chr16	10954	14685662	14674708.0	2	2	HET		
chr16	14741108	16746571	2005463.0	2	2	NLOH		
chr16	16747377	22637114	5889737.0	2	2	HET		
chr16	22638086	22690922	52836.0	2	2	HET		
chr16	22691292	31920522	9229230.0	2	2	HET		
chr16	31953606	33063388	1109782.0	2	3	ASCNA		
chr16	33071738	36587626	3515888.0	2	2	HET		
chr16	36715128	46401174	9686046.0	2	2	HET		
chr16	46402078	90162157	43760079.0	2	2	HET		
chr16	90163147	90226403	63256.0	2	3	ASCNA		
chr17	84686	16753417	16668731.0	2	2	HET		
chr17	16753554	16845352	91798.0	2	2	HET		
chr17	16845468	22883835	6038367.0	2	2	HET		
chr17	22915511	23881135	965624.0	2	2	NLOH		
chr17	24188213	26940765	2752552.0	2	3	ASCNA		
chr17	26941771	26976593	34822.0	2	4	ASCNA		
chr17	26978090	45496053	18517963.0	2	2	HET		
chr17	45496650	45626189	129539.0	2	2	HET		
chr17	45626665	46134666	508001.0	2	2	HET		
chr17	46135161	46693425	558264.0	2	3	ASCNA		
chr17	46695092	83237290	36542198.0	2	2	HET		
chr18	30863	15395493	15364630.0	2	2	HET		
chr18	15405070	17122716	1717646.0	2	2	HET		
chr18	17240559	20917995	3677436.0	2	2	HET		
chr18	20932821	80260390	59327569.0	2	2	HET		
chr19	71178	271528	200350.0	2	1	DLOH		
chr19	276202	24342005	24065803.0	2	2	HET		
chr19	24342245	26427030	2084785.0	2	3	ASCNA		
chr19	27242159	54221884	26979725.0	2	2	HET		
chr19	54221926	54239871	17945.0	2	4	ASCNA		
chr19	54240670	58604957	4364287.0	2	2	HET		
chr20	61066	26383216	26322150.0	2	2	HET		
chr20	26383860	27426832	1042972.0	2	2	HET		
chr20	27507765	64248822	36741057.0	2	2	HET		
chr20	64288990	64333832	44842.0	2	1	DLOH		
chr21	5050320	13178524	8128204.0	2	2	NLOH		
chr21	13216980	46699378	33482398.0	2	2	HET		
chr22	10511046	12904028	2392982.0	2	2	NLOH		
chr22	15154549	15912243	757694.0	2	3	ASCNA		
chr22	15916681	18156081	2239400.0	2	2	NLOH		
chr22	18172743	18892557	719814.0	2	3	ASCNA		
chr22	18894609	21116057	2221448.0	2	2	NLOH		
chr22	21120458	21407213	286755.0	2	2	HET		
chr22	21445849	42463294	21017445.0	2	2	HET		
chr22	42465607	42554355	88748.0	2	3	ASCNA		
chr22	42554739	50806911	8252172.0	2	2	HET		
