chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr1	10109	16833275	2	1	1	2	0.88	HET
chr1	16833352	17263557	2	1	1	2	0.88	HET
chr1	17264296	120374836	2	1	1	2	0.88	HET
chr1	120374838	121485379	2	1	1	2	0.88	HET
chr1	142535976	147919966	2	1	1	2	0.88	HET
chr1	147920031	149728144	2	1	1	2	0.88	HET
chr1	149728422	249240395	2	1	1	2	0.88	HET
chr2	47208	89560439	2	1	1	2	0.88	HET
chr2	89563789	92324697	2	1	1	2	0.88	HET
chr2	95351685	114320750	2	2	0	2	0.88	NLOH
chr2	114325132	114387358	2	1	1	2	0.88	HET
chr2	114387519	132733186	2	1	1	2	0.88	HET
chr2	132734907	133044465	3	2	1	2	0.88	ASCNA
chr2	133045004	207921666	2	1	1	2	0.88	HET
chr2	207921812	208009919	4	2	2	2	0.88	BCNA
chr2	208010353	216192799	2	1	1	2	0.88	HET
chr2	216192999	216351124	4	2	2	2	0.88	BCNA
chr2	216354580	243184843	2	2	0	2	0.88	NLOH
chr3	60596	90504645	2	1	1	2	0.88	HET
chr3	93505463	195211757	2	1	1	2	0.88	HET
chr3	195212452	195231329	3	2	1	2	0.88	ASCNA
chr3	195231489	195341647	2	1	1	2	0.88	HET
chr3	195341962	195512212	2	1	1	2	0.88	HET
chr3	195513102	197947264	2	2	0	2	0.88	NLOH
chr4	10052	125987	3	2	1	2	0.88	ASCNA
chr4	126332	49095033	2	1	1	2	0.88	HET
chr4	49098283	49659435	3	2	1	2	0.88	ASCNA
chr4	52660684	132644145	2	1	1	2	0.88	HET
chr4	132644301	132686498	3	2	1	2	0.88	ASCNA
chr4	132686656	190540242	2	1	1	2	0.88	HET
chr4	190540580	191043877	3	2	1	2	0.88	ASCNA
chr5	11582	46403303	2	1	1	2	0.88	HET
chr5	49405845	180902824	2	1	1	2	0.88	HET
chr6	205920	243302	2	1	1	2	0.88	HET
chr6	257186	382111	3	2	1	2	0.88	ASCNA
chr6	382246	57367400	2	1	1	2	0.88	HET
chr6	57368316	57585066	3	2	1	2	0.88	ASCNA
chr6	57585319	58779097	2	1	1	2	0.88	HET
chr6	61880512	171048918	2	1	1	2	0.88	HET
chr7	23987	56871142	2	1	1	2	0.88	HET
chr7	56872154	57135964	2	1	1	2	0.88	HET
chr7	57136325	57551369	2	1	1	2	0.88	HET
chr7	57553748	58054068	3	2	1	2	0.88	ASCNA
chr7	61054411	61846326	3	2	1	2	0.88	ASCNA
chr7	61846466	64531409	2	1	1	2	0.88	HET
chr7	64554705	65287386	2	1	1	2	0.88	HET
chr7	65287455	134442742	2	1	1	2	0.88	HET
chr7	134452558	134670619	2	1	1	2	0.88	HET
chr7	134673231	150072038	2	1	1	2	0.88	HET
chr7	150072241	159128153	2	1	1	2	0.88	HET
chr8	26042	2188826	2	1	1	2	0.88	HET
chr8	2190202	2284841	2	1	1	2	0.88	HET
chr8	2285896	7007486	2	1	1	2	0.88	HET
chr8	7014716	8061402	2	1	1	2	0.88	HET
chr8	8061995	12017438	2	1	1	2	0.88	HET
chr8	12018002	12466022	3	2	1	2	0.88	ASCNA
chr8	12468264	43836979	2	2	0	2	0.88	NLOH
chr8	46839832	146298920	2	1	1	2	0.88	HET
chr9	10869	201252	2	1	1	2	0.88	HET
chr9	202004	38768168	2	2	0	2	0.88	NLOH
chr9	38768824	47259141	2	1	1	2	0.88	HET
chr9	65471575	70981513	2	1	1	2	0.88	HET
chr9	70991822	141122709	2	1	1	2	0.88	HET
chr10	73759	39154220	2	1	1	2	0.88	HET
chr10	42355156	42792045	3	2	1	2	0.88	ASCNA
chr10	42792295	46946800	2	1	1	2	0.88	HET
chr10	46947681	47128753	3	2	1	2	0.88	ASCNA
chr10	47130812	135512026	2	1	1	2	0.88	HET
chr11	132390	195102	3	2	1	2	0.88	ASCNA
chr11	195109	4239457	2	1	1	2	0.88	HET
chr11	4241836	4387760	2	1	1	2	0.88	HET
chr11	4388905	51591706	2	1	1	2	0.88	HET
chr11	54761692	134946370	2	1	1	2	0.88	HET
chr12	60845	169662	3	2	1	2	0.88	ASCNA
chr12	169788	9553418	2	1	1	2	0.88	HET
chr12	9555268	9559079	4	3	1	2	0.88	ASCNA
chr12	9561359	34856396	2	2	0	2	0.88	NLOH
chr12	37856814	133841396	2	1	1	2	0.88	HET
chr13	19022462	115108993	2	1	1	2	0.88	HET
chr14	19000422	20416974	2	1	1	2	0.88	HET
chr14	20417675	106034082	2	1	1	2	0.88	HET
chr14	106040165	106234530	3	2	1	2	0.88	ASCNA
chr14	106234574	107149698	2	1	1	2	0.88	HET
chr14	107150444	107183006	3	2	1	2	0.88	ASCNA
chr14	107183620	107281551	2	1	1	2	0.88	HET
chr15	20001861	22741022	2	1	1	2	0.88	HET
chr15	22749649	32680888	2	1	1	2	0.88	HET
chr15	32690220	32855189	3	2	1	2	0.88	ASCNA
chr15	32865261	102521295	2	1	1	2	0.88	HET
chr16	68457	14886131	2	1	1	2	0.88	HET
chr16	14890460	16789081	2	1	1	2	0.88	HET
chr16	16809975	18202373	2	1	1	2	0.88	HET
chr16	18206108	18778344	2	1	1	2	0.88	HET
chr16	18778525	21324470	2	1	1	2	0.88	HET
chr16	21324608	22448906	3	2	1	2	0.88	ASCNA
chr16	22474483	22704520	3	2	1	2	0.88	ASCNA
chr16	22705375	31997148	2	1	1	2	0.88	HET
chr16	32006348	33841892	2	1	1	2	0.88	HET
chr16	33846653	35280683	2	1	1	2	0.88	HET
chr16	46386165	46760635	3	2	1	2	0.88	ASCNA
chr16	46779520	90291063	2	1	1	2	0.88	HET
chr17	1665	21195670	2	1	1	2	0.88	HET
chr17	21195995	21564856	3	2	1	2	0.88	ASCNA
chr17	21564879	22262885	2	1	1	2	0.88	HET
chr17	25263883	25349058	3	2	1	2	0.88	ASCNA
chr17	25350029	81185372	2	1	1	2	0.88	HET
chr18	10094	15410653	2	1	1	2	0.88	HET
chr18	18511899	78016234	2	1	1	2	0.88	HET
chr19	75041	24567603	2	1	1	2	0.88	HET
chr19	24567694	24628707	2	1	1	2	0.88	HET
chr19	27731953	27837052	5	4	1	2	0.88	ASCNA
chr19	27837595	27888536	3	2	1	2	0.88	ASCNA
chr19	27890096	59118903	2	2	0	2	0.88	NLOH
