chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr1	10109	16830833	2	1	1	2	0.98	HET
chr1	16831329	17287236	2	1	1	2	0.98	HET
chr1	17291754	120507139	2	1	1	2	0.98	HET
chr1	120533042	120624220	3	2	1	2	0.98	ASCNA
chr1	120624397	121485416	2	1	1	2	0.98	HET
chr1	142536572	145366463	2	1	1	2	0.98	HET
chr1	145367178	147830315	2	1	1	2	0.98	HET
chr1	147831137	149727785	2	1	1	2	0.98	HET
chr1	149728009	249240395	2	1	1	2	0.98	HET
chr2	20231	36823236	2	1	1	2	0.98	HET
chr2	36825932	87423433	2	1	1	2	0.98	HET
chr2	87424591	88234616	2	1	1	2	0.98	HET
chr2	88235152	92323788	2	1	1	2	0.98	HET
chr2	95330387	131160408	2	1	1	2	0.98	HET
chr2	131164828	131476617	2	1	1	2	0.98	HET
chr2	131477354	132935417	2	1	1	2	0.98	HET
chr2	132936412	133035227	3	2	1	2	0.98	ASCNA
chr2	133037311	216202549	2	1	1	2	0.98	HET
chr2	216203210	216301502	2	1	1	2	0.98	HET
chr2	216302834	243184896	2	1	1	2	0.98	HET
chr3	61591	75567406	2	1	1	2	0.98	HET
chr3	75568074	75780952	2	1	1	2	0.98	HET
chr3	75783197	90503193	2	1	1	2	0.98	HET
chr3	93515122	197947155	2	1	1	2	0.98	HET
chr4	10052	8951506	2	2	0	2	0.98	NLOH
chr4	8952031	9486098	3	2	1	2	0.98	ASCNA
chr4	9488135	49093429	2	1	1	2	0.98	HET
chr4	49094023	49660011	3	2	1	2	0.98	ASCNA
chr4	52660974	190540601	2	1	1	2	0.98	HET
chr4	190540666	190674120	3	2	1	2	0.98	ASCNA
chr4	190675056	191044097	2	1	1	2	0.98	HET
chr5	11582	46405351	2	1	1	2	0.98	HET
chr5	49405845	68930746	2	1	1	2	0.98	HET
chr5	68934595	70623222	3	2	1	2	0.98	ASCNA
chr5	70623237	175354962	2	1	1	2	0.98	HET
chr5	175355043	175541074	3	2	1	2	0.98	ASCNA
