chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr1	10109	245088	234979.0	6	8	ASCNA		
chr1	247428	2582340	2334912.0	6	6	HET		
chr1	2584538	2691837	107299.0	6	6	HET		
chr1	2692055	12853750	10161695.0	6	6	HET		
chr1	12854356	13518787	664431.0	6	6	HET		
chr1	13521777	16860925	3339148.0	6	6	HET		
chr1	16860926	17201674	340748.0	6	6	HET		
chr1	17201775	58984949	41783174.0	6	6	HET		
chr1	58985703	120525554	61539851.0	6	6	HET		
chr1	120526982	120836749	309767.0	6	7	ASCNA		
chr1	120838608	121485416	646808.0	6	6	HET		
chr1	142535974	143544064	1008090.0	6	5	HET		
chr1	143544136	145113848	1569712.0	6	6	HET		
chr1	145113964	145382371	268407.0	6	7	ASCNA		
chr1	145383170	147921484	2538314.0	6	6	HET		
chr1	147924159	149035423	1111264.0	6	6	HET		
chr1	149039031	149190198	151167.0	6	6	HET		
chr1	149194788	149724412	529624.0	6	6	HET		
chr1	149725450	161482520	11757070.0	6	6	NLOH		
chr1	161484048	161646220	162172.0	6	7	ASCNA		
chr1	161665165	181107541	19442376.0	6	6	HET		
chr1	181107656	201629548	20521892.0	6	6	HET		
chr1	201671820	224603168	22931348.0	6	6	HET		
chr1	224676175	234611842	9935667.0	6	6	HET		
chr1	234611951	243268541	8656590.0	6	6	HET		
chr1	243272243	248598342	5326099.0	6	6	NLOH		
chr1	248598550	248822273	223723.0	6	6	HET		
chr1	248822836	249240389	417553.0	6	6	HET		
chr2	11594	33845557	33833963.0	6	6	HET		
chr2	33849581	43807090	9957509.0	6	6	HET		
chr2	43807368	68351332	24543964.0	6	6	HET		
chr2	68351492	87068827	18717335.0	6	6	HET		
chr2	87073282	88287472	1214190.0	6	6	HET		
chr2	88289225	89843704	1554479.0	6	6	HET		
chr2	89844665	89874464	29799.0	6	8	ASCNA		
chr2	89874732	91824477	1949745.0	6	6	HET		
chr2	91825095	92322984	497889.0	6	6	HET		
chr2	95331205	102301995	6970790.0	6	6	HET		
chr2	102302360	102940952	638592.0	6	9	ASCNA		
chr2	102941215	111351722	8410507.0	6	6	HET		
chr2	111351779	112274381	922602.0	6	6	HET		
chr2	112282020	114741262	2459242.0	6	6	HET		
chr2	114744174	132693867	17949693.0	6	6	HET		
chr2	132694918	133029772	334854.0	6	5	HET		
chr2	133031891	196322414	63290523.0	6	6	HET		
chr2	196324391	197293714	969323.0	6	8	BCNA		
chr2	197301068	207924797	10623729.0	6	6	HET		
chr2	207926818	208047946	121128.0	6	10	BCNA		
chr2	208048241	216208235	8159994.0	6	6	NLOH		
chr2	216208792	216302911	94119.0	6	12	BCNA		
chr2	216303321	225912123	9608802.0	6	6	HET		
chr2	225913177	238161294	12248117.0	6	6	HET		
chr2	238161496	243185679	5024183.0	6	6	HET		
chr3	61495	25481797	25420302.0	6	6	HET		
chr3	25481968	25865261	383293.0	6	8	BCNA		
chr3	25902784	68925069	43022285.0	6	6	HET		
chr3	68942308	90500860	21558552.0	6	6	HET		
chr3	93508203	105045376	11537173.0	6	6	HET		
chr3	105045955	105595093	549138.0	6	8	BCNA		
chr3	105596568	137642471	32045903.0	6	6	HET		
chr3	137642896	171742969	34100073.0	6	6	HET		
chr3	171745982	172134550	388568.0	6	10	BCNA		
chr3	172140353	188689828	16549475.0	6	6	HET		
chr3	188699330	195341754	6642424.0	6	6	HET		
chr3	195342810	195519318	176508.0	6	6	HET		
chr3	195519692	195742301	222609.0	6	6	HET		
chr3	195742571	197947763	2205192.0	6	6	HET		
chr4	10059	53876	43817.0	6	7	ASCNA		
chr4	54508	6600012	6545504.0	6	6	HET		
chr4	6601742	7717978	1116236.0	6	7	ASCNA		
chr4	7718802	7920706	201904.0	6	9	ASCNA		
chr4	7920762	10012372	2091610.0	6	6	NLOH		
chr4	10013378	10126699	113321.0	6	8	BCNA		
chr4	10128714	41371331	31242617.0	6	6	HET		
chr4	41371698	49099658	7727960.0	6	6	HET		
chr4	49100497	49660011	559514.0	6	6	HET		
chr4	52660974	57837347	5176373.0	6	6	HET		
chr4	57838256	58004606	166350.0	6	8	BCNA		
chr4	58005459	95358831	37353372.0	6	6	HET		
chr4	95360346	95601696	241350.0	6	8	BCNA		
chr4	95602698	177518296	81915598.0	6	6	HET		
chr4	177521627	177792301	270674.0	6	8	BCNA		
chr4	177793353	190539175	12745822.0	6	6	HET		
chr4	190540158	191021457	481299.0	6	6	HET		
chr4	191021559	191044097	22538.0	6	8	ASCNA		
chr5	11582	10884865	10873283.0	6	6	HET		
chr5	10885125	13978648	3093523.0	6	6	HET		
chr5	13979397	46399143	32419746.0	6	6	NLOH		
chr5	49414410	49580677	166267.0	6	5	HET		
chr5	49581981	50195382	613401.0	6	6	HET		
chr5	50197420	64433135	14235715.0	6	6	HET		
chr5	64437066	108633347	44196281.0	6	6	HET		
chr5	108634236	154267288	45633052.0	6	6	HET		
chr5	154272350	175337289	21064939.0	6	6	HET		
chr5	175337337	175748000	410663.0	6	6	HET		
chr5	175762110	177129851	1367741.0	6	6	HET		
chr5	177132161	180900823	3768662.0	6	6	HET		
chr6	223157	24641065	24417908.0	6	6	HET		
chr6	24641328	25958621	1317293.0	6	6	HET		
chr6	25959127	26620544	661417.0	6	8	BCNA		
chr6	26620894	32587333	5966439.0	6	6	NLOH		
chr6	32587457	32656770	69313.0	6	7	ASCNA		
chr6	32657020	56291176	23634156.0	6	6	HET		
chr6	56342136	57177297	835161.0	6	7	ASCNA		
chr6	57180597	57367400	186803.0	6	5	HET		
chr6	57369123	57577578	208455.0	6	6	HET		
chr6	57579033	58779574	1200541.0	6	6	HET		
chr6	61887209	74130529	12243320.0	6	6	HET		
chr6	74132854	87835893	13703039.0	6	6	HET		
chr6	87836603	171045728	83209125.0	6	6	HET		
chr7	23987	56804028	56780041.0	6	6	HET		
chr7	56804073	58049414	1245341.0	6	6	HET		
chr7	61054411	61975400	920989.0	6	6	HET		
chr7	61976454	62942974	966520.0	6	5	HET		
chr7	62943434	63208347	264913.0	6	5	HET		
chr7	63208479	76726994	13518515.0	6	6	HET		
chr7	76728248	102114456	25386208.0	6	6	NLOH		
chr7	102114556	102331202	216646.0	6	6	HET		
chr7	102332238	104570744	2238506.0	6	6	HET		
chr7	104572121	152577994	48005873.0	6	6	NLOH		
chr7	152580422	158480881	5900459.0	6	6	HET		
chr7	158481940	159128544	646604.0	6	6	HET		
chr8	11880	161950	150070.0	6	6	HET		
chr8	164050	7014124	6850074.0	6	6	NLOH		
chr8	7014284	8061390	1047106.0	6	6	HET		
chr8	8089335	11777740	3688405.0	6	6	HET		
chr8	11812249	12466548	654299.0	6	6	HET		
chr8	12470054	22278350	9808296.0	6	6	HET		
chr8	22278781	23284005	1005224.0	6	7	ASCNA		
chr8	23284790	39014612	15729822.0	6	6	HET		
chr8	39015616	43837038	4821422.0	6	6	HET		
chr8	46839832	46856286	16454.0	6	8	ASCNA		
chr8	46858268	62488239	15629971.0	6	6	NLOH		
chr8	62489538	62684868	195330.0	6	8	BCNA		
chr8	62685333	118782696	56097363.0	6	6	HET		
chr8	118782886	131391241	12608355.0	6	6	HET		
chr8	131391874	133493727	2101853.0	6	6	HET		
chr8	133494554	142432612	8938058.0	6	6	HET		
chr8	142432751	146300590	3867839.0	6	6	HET		
chr9	14665	201356	186691.0	6	6	HET		
chr9	202004	38952819	38750815.0	6	6	HET		
chr9	39000093	47312259	8312166.0	6	6	HET		
chr9	65480283	70932164	5451881.0	6	6	HET		
chr9	70932941	75796400	4863459.0	6	6	HET		
chr9	75820773	107568705	31747932.0	6	6	NLOH		
chr9	107570132	118908912	11338780.0	6	6	HET		
chr9	118913357	119184566	271209.0	6	9	ASCNA		
chr9	119185987	126965566	7779579.0	6	6	HET		
chr9	126965683	137825317	10859634.0	6	6	HET		
chr9	137835363	141127596	3292233.0	6	6	HET		
chr10	66397	1196187	1129790.0	6	6	HET		
chr10	1196548	3785290	2588742.0	6	6	HET		
chr10	3787961	3854358	66397.0	6	10	BCNA		
chr10	3854581	29722768	25868187.0	6	6	NLOH		
chr10	29723619	32725421	3001802.0	6	6	HET		
chr10	32726139	33132285	406146.0	6	6	HET		
chr10	33132620	38542710	5410090.0	6	6	HET		
chr10	38543472	39154762	611290.0	6	6	HET		
chr10	42355161	42532976	177815.0	6	6	HET		
chr10	42535214	42786823	251609.0	6	6	HET		
chr10	42794397	47098233	4303836.0	6	6	HET		
chr10	47099529	47113332	13803.0	6	7	ASCNA		
chr10	47113603	65392260	18278657.0	6	6	NLOH		
chr10	65393613	70741550	5347937.0	6	6	HET		
chr10	70742192	70910031	167839.0	6	8	BCNA		
chr10	70910303	106249267	35338964.0	6	6	HET		
chr10	106250297	126878299	20628002.0	6	6	HET		
chr10	126878645	135436177	8557532.0	6	6	HET		
chr10	135436191	135524419	88228.0	6	7	ASCNA		
chr11	123350	196606	73256.0	6	8	BCNA		
chr11	197337	12102080	11904743.0	6	6	HET		
chr11	12104378	12326200	221822.0	6	11	ASCNA		
chr11	12327474	48180687	35853213.0	6	6	HET		
chr11	48183258	51593491	3410233.0	6	6	HET		
chr11	54736942	62628165	7891223.0	6	6	HET		
chr11	62633170	65176370	2543200.0	6	6	HET		
chr11	65179436	65326086	146650.0	6	15	ASCNA		
chr11	65326955	96133569	30806614.0	6	6	HET		
chr11	96134231	102004363	5870132.0	6	6	HET		
chr11	102020234	121935020	19914786.0	6	6	HET		
chr11	121935148	122044291	109143.0	6	10	BCNA		
chr11	122046238	128715972	6669734.0	6	6	NLOH		
chr11	128716732	134938687	6221955.0	6	6	HET		
chr12	65309	621870	556561.0	6	6	HET		
chr12	622058	8410893	7788835.0	6	6	HET		
chr12	8413363	34856380	26443017.0	6	6	HET		
