chr	start	end	copynumber	A	B	ploidy	cellularity	lohtype
chr1	10109	585793	2	1	1	2	0.19	HET
chr1	589084	11505620	2	1	1	2	0.19	HET
chr1	11505624	11582979	5	5	0	2	0.19	ASCNA
chr1	11587486	12927186	2	1	1	2	0.19	HET
chr1	12927446	12933718	9	9	0	2	0.19	ASCNA
chr1	12933820	13721711	2	1	1	2	0.19	HET
chr1	13769740	16834686	2	1	1	2	0.19	HET
chr1	16836158	17203878	4	4	0	2	0.19	ASCNA
chr1	17204171	22311348	2	1	1	2	0.19	HET
chr1	22319087	22418307	2	1	1	2	0.19	HET
chr1	22424456	73061917	2	1	1	2	0.19	HET
chr1	73068763	73667001	2	1	1	2	0.19	HET
chr1	73700449	76941674	2	1	1	2	0.19	HET
chr1	76944657	103633404	2	1	1	2	0.19	HET
chr1	103647952	103734541	10	10	0	2	0.19	ASCNA
chr1	103736896	107156960	2	1	1	2	0.19	HET
chr1	107184646	107403512	2	1	1	2	0.19	HET
chr1	107433954	108771721	2	1	1	2	0.19	HET
chr1	108783961	109078103	2	1	1	2	0.19	HET
chr1	109093816	120529412	2	1	1	2	0.19	HET
chr1	120533042	120624220	5	5	0	2	0.19	ASCNA
chr1	120624397	121143149	2	1	1	2	0.19	HET
chr1	121144821	121357081	2	1	1	2	0.19	HET
chr1	121357422	121485379	2	2	0	2	0.19	NLOH
chr1	142535974	145384556	2	2	0	2	0.19	NLOH
chr1	145385185	145784360	2	1	1	2	0.19	HET
chr1	145786699	146486388	2	1	1	2	0.19	HET
chr1	146498532	147832033	2	1	1	2	0.19	HET
chr1	147840106	149785529	2	2	0	2	0.19	NLOH
chr1	149788612	153673034	2	1	1	2	0.19	HET
chr1	153673220	153692450	5	5	0	2	0.19	ASCNA
chr1	153694472	161483843	2	1	1	2	0.19	HET
chr1	161484280	161628688	2	1	1	2	0.19	HET
chr1	161633527	206316613	2	1	1	2	0.19	HET
chr1	206482828	206580084	2	2	0	2	0.19	NLOH
chr1	206583000	234900924	2	1	1	2	0.19	HET
chr1	234912845	234946772	5	5	0	2	0.19	ASCNA
chr1	234947062	246765806	2	1	1	2	0.19	HET
