chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr1	14653	886546	871893.0	2	3	ASCNA		
chr1	900119	2654333	1754214.0	2	2	HET		
chr1	2655763	2696222	40459.0	2	3	ASCNA		
chr1	2696360	16508346	13811986.0	2	2	HET		
chr1	16509896	16873483	363587.0	2	2	HET		
chr1	16873642	69087831	52214189.0	2	2	HET		
chr1	69088018	92243416	23155398.0	2	1	DLOH		
chr1	92249650	120098086	27848436.0	2	2	HET		
chr1	120098901	124998765	4899864.0	2	2	HET		
chr1	125009580	146267637	21258057.0	2	2	NLOH		
chr1	146339089	147946279	1607190.0	2	3	ASCNA		
chr1	147983972	149431628	1447656.0	2	2	HET		
chr1	149469979	207283049	57813070.0	2	3	ASCNA		
chr1	207299500	248437498	41137998.0	2	2	HET		
chr1	248438351	248574832	136481.0	2	3	ASCNA		
chr1	248635254	248944055	308801.0	2	2	NLOH		
chr2	11124	87322231	87311107.0	2	2	HET		
chr2	87322645	87902367	579722.0	2	2	HET		
chr2	87903558	90242437	2338879.0	2	2	HET		
chr2	90242564	93286300	3043736.0	2	2	HET		
chr2	93306090	94148212	842122.0	2	2	HET		
chr2	94148886	113445879	19296993.0	2	2	NLOH		
chr2	113447154	113609200	162046.0	2	3	ASCNA		
chr2	113616342	242183260	128566918.0	2	2	HET		
chr3	13132	90777995	90764863.0	2	2	HET		
chr3	90778218	90999996	221778.0	2	3	ASCNA		
chr3	91000572	91192784	192212.0	2	2	HET		
chr3	91200430	91542741	342311.0	2	1	DLOH		
chr3	91543235	93706742	2163507.0	2	2	NLOH		
chr3	93713807	113601212	19887405.0	2	2	HET		
chr3	113601950	118613956	5012006.0	2	3	ASCNA		
chr3	118630860	144158291	25527431.0	2	2	NLOH		
chr3	144201741	198185772	53984031.0	2	3	ASCNA		
chr4	16523	67965	51442.0	2	3	ASCNA		
chr4	74580	49091180	49016600.0	2	2	HET		
chr4	49097690	50396477	1298787.0	2	2	NLOH		
chr4	50470433	51810780	1340347.0	2	2	NLOH		
chr4	51812862	190016707	138203845.0	2	2	HET		
chr4	190026713	190204452	177739.0	2	3	ASCNA		
chr5	13589	46431981	46418392.0	2	2	HET		
chr5	46434536	47296301	861765.0	2	2	HET		
chr5	49613659	50142734	529075.0	2	3	ASCNA		
chr5	50145508	69596310	19450802.0	2	2	HET		
chr5	69599348	71331746	1732398.0	2	2	HET		
chr5	71353031	175923499	104570468.0	2	2	HET		
chr5	175923806	176151022	227216.0	2	2	HET		
chr5	176153780	178053308	1899528.0	2	2	HET		
chr5	178054162	179941681	1887519.0	2	2	HET		
chr5	179976258	180583575	607317.0	2	3	ASCNA		
chr5	180614242	181475100	860858.0	2	2	NLOH		
chr6	121291	295960	174669.0	2	1	DLOH		
chr6	296798	382111	85313.0	2	2	NLOH		
chr6	382246	10192155	9809909.0	2	1	DLOH		
chr6	10201667	45632717	35431050.0	2	3	ASCNA		
chr6	45690612	60999251	15308639.0	2	2	HET		
chr6	61000563	104456406	43455843.0	2	2	HET		
chr6	104457701	104494832	37131.0	2	3	ASCNA		
chr6	104497739	170743540	66245801.0	2	2	HET		
chr7	31439	5913144	5881705.0	2	2	HET		
chr7	5913520	5942912	29392.0	2	3	ASCNA		
chr7	5943381	56751396	50808015.0	2	2	HET		
chr7	56761818	57088382	326564.0	2	2	HET		
chr7	57088742	58053786	965044.0	2	2	HET		
chr7	58066188	59759112	1692924.0	2	2	NLOH		
chr7	59915100	61863576	1948476.0	2	2	HET		
chr7	61863758	63234282	1370524.0	2	2	HET		
chr7	63235277	63664597	429320.0	2	2	HET		
chr7	63666463	72956075	9289612.0	2	2	HET		
chr7	72967246	73226043	258797.0	2	4	ASCNA		
chr7	73231296	76432473	3201177.0	2	2	HET		
chr7	76435498	76487975	52477.0	2	3	ASCNA		
chr7	76489896	76945213	455317.0	2	2	HET		
chr7	76946452	77060819	114367.0	2	3	ASCNA		
chr7	77063964	97910969	20847005.0	2	2	HET		
chr7	97915149	102467723	4552574.0	2	1	DLOH		
chr7	102474184	102678568	204384.0	2	1	DLOH		
chr7	102693659	142353818	39660159.0	2	1	DLOH		
chr7	142354123	142798938	444815.0	2	1	DLOH		
chr7	142799398	159334896	16535498.0	2	1	DLOH		
chr8	84051	27902322	27818271.0	2	3	ASCNA		
chr8	27917162	43981495	16064333.0	2	2	HET		
chr8	43981793	45586746	1604953.0	2	2	HET		
chr8	45715787	47242740	1526953.0	2	2	HET		
chr8	47253378	77380233	30126855.0	2	3	ASCNA		
chr8	77469501	145073243	67603742.0	2	2	NLOH		
chr9	11332	126439	115107.0	2	3	ASCNA		
chr9	126688	38830723	38704035.0	2	2	HET		
chr9	38832076	42424490	3592414.0	2	2	HET		
chr9	42425159	43556937	1131778.0	2	2	HET		
chr9	43559113	45505098	1945985.0	2	2	HET		
chr9	60522420	61230814	708394.0	2	3	ASCNA		
chr9	61292832	61732227	439395.0	2	2	HET		
chr9	61733163	65687831	3954668.0	2	2	HET		
chr9	65690975	68332025	2641050.0	2	2	HET		
chr9	68333628	138315731	69982103.0	2	2	HET		
chr10	11137	39568218	39557081.0	2	2	HET		
chr10	39568683	40104866	536183.0	2	3	ASCNA		
chr10	40217539	41705111	1487572.0	2	3	ASCNA		
